mimic_code,mimic_display,target_system,target_code,target_display,comment,codesearch_query,codesearch_query_2,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning,codesearch_loinc_status,codesearch_loinc_target,codesearch_loinc_display,codesearch_loinc_confidence,codesearch_snomed_status,codesearch_snomed_target,codesearch_snomed_display,codesearch_snomed_confidence,observed_shape,loinc_scale_typ,scale_note
225984,IABP Trigger,,,,"LOINC: no match for 'IABP Trigger (recorded values: R Wave, Peaks, Pressure)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'IABP Trigger (recorded values: R Wave, Peaks, Pressure)' within <<363787002.",IABP Trigger,"IABP Trigger (recorded values: R Wave, Peaks, Pressure)",,,,no-match,,no-match,,,,no-match,,,,NomOrd,,
225985,IABP Helium Tubing,,,,"LOINC: no match for 'IABP Helium Tubing (recorded values: Colorless, Blood)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 703247007 |Color| at 0.70, below the 0.8 threshold.",IABP Helium Tubing,"IABP Helium Tubing (recorded values: Colorless, Blood)",,,,no-match,,no-match,,,,below-threshold,703247007,Color,0.70,NomOrd,,
225986,IABP Arterial Waveform Source,http://snomed.info/sct,252067003,Arterial velocity waveform,,IABP Arterial Waveform Source,,252067003,Arterial velocity waveform,0.80,ok,IABP is the source; the waveform is arterial. Best general arterial waveform match.,no-match,,,,ok,252067003,Arterial velocity waveform,0.80,NomOrd,,
225987,IABP Power Source,,,,"LOINC: no match for 'IABP Power Source (recorded values: AC, DC)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'IABP Power Source (recorded values: AC, DC)' within <<363787002.",IABP Power Source,"IABP Power Source (recorded values: AC, DC)",,,,no-match,,no-match,,,,no-match,,,,NomOrd,,
225988,IABP Position on leg,,,,"LOINC: no match for 'IABP Position on leg (recorded values: Sutured, Marked, Aligned)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'IABP Position on leg (recorded values: Sutured, Marked, Aligned)' within <<363787002.",IABP Position on leg,"IABP Position on leg (recorded values: Sutured, Marked, Aligned)",,,,no-match,,no-match,,,,no-match,,,,NomOrd,,
225989,Pericardial Drain Aspiration,,,,"LOINC: proposed 87117-8 |Guidance for pericardiocentesis of Heart| at 0.50, below the 0.8 threshold. SNOMED CT: no match for 'Pericardial Drain Aspiration' within <<363787002.",Pericardial Drain Aspiration,,87117-8,Guidance for pericardiocentesis of Heart,0.50,below-threshold,Closest LOINC concept to pericardial aspiration; guidance doc not the procedure itself,below-threshold,87117-8,Guidance for pericardiocentesis of Heart,0.50,no-match,,,,Qn,,
225990,Pericardial Drain Flush,,,,"LOINC: no match for 'Pericardial Drain Flush' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Pericardial Drain Flush' within <<363787002.",Pericardial Drain Flush,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226005,Sterile field maintained throughout procedure (CVL),,,,"LOINC: no match for 'Sterile field maintained throughout procedure (CVL)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Sterile field maintained throughout procedure (CVL)' within <<363787002.",Sterile field maintained throughout procedure (CVL),,,,,no-match,,no-match,,,,no-match,,,,,,
226007,Number of operators (PA line),,,,"LOINC: no match for 'Number of operators (PA line)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Number of operators (PA line)' within <<363787002.",Number of operators (PA line),,,,,no-match,,no-match,,,,no-match,,,,,,
226008,Arterial line sutured,,,,"LOINC: no match for 'Arterial line sutured' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Arterial line sutured' within <<363787002.",Arterial line sutured,,,,,no-match,,no-match,,,,no-match,,,,,,
226009,Dressing applied and dated (THCEN),http://snomed.info/sct,129003000,Dressing,,Dressing applied and dated (THCEN),,129003000,Dressing,0.80,ok,Core observable is dressing; applied/dated are qualifiers,no-match,,,,ok,129003000,Dressing,0.80,,,
226010,Number of operators (PACEN),,,,"LOINC: no match for 'Number of operators (PACEN)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Number of operators (PACEN)' within <<363787002.",Number of operators (PACEN),,,,,no-match,,no-match,,,,no-match,,,,,,
226011,Number of attempts (PACEN),,,,"LOINC: proposed 88661-4 |Number of unsuccessful attempts| at 0.70, below the 0.8 threshold. SNOMED CT: proposed 447754009 |Number of procedure attempts| at 0.70, below the 0.8 threshold.",Number of attempts (PACEN),,88661-4,Number of unsuccessful attempts,0.70,below-threshold,Closest match; adds unstated 'unsuccessful' qualifier,below-threshold,88661-4,Number of unsuccessful attempts,0.70,below-threshold,447754009,Number of procedure attempts,0.70,,,
226012,Dressing applied and dated (PACEN),,,,"LOINC: no match for 'Dressing applied and dated (PACEN)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 1481000124102 |Wound dressing observable| at 0.75, below the 0.8 threshold.",Dressing applied and dated (PACEN),,,,,no-match,,no-match,,,,below-threshold,1481000124102,Wound dressing observable,0.75,,,
226014,Dressing applied and dated (LP),,,,"LOINC: proposed 95208-5 |Bandage applied| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Dressing applied and dated (LP)' within <<363787002.",Dressing applied and dated (LP),,95208-5,Bandage applied,0.70,below-threshold,Closest match to 'dressing applied'; bandage/dressing used interchangeably,below-threshold,95208-5,Bandage applied,0.70,no-match,,,,,,
226062,Venous CO2 Pressure,http://loinc.org,2021-4,Carbon dioxide [Partial pressure] in Venous blood,,Venous CO2 Pressure,,2021-4,Carbon dioxide [Partial pressure] in Venous blood,0.95,ok,FSN matches venous CO2 partial pressure exactly,ok,2021-4,Carbon dioxide [Partial pressure] in Venous blood,0.95,,,,,Qn,Qn,
226063,Venous O2 Pressure,http://loinc.org,2705-2,Oxygen [Partial pressure] in Venous blood,,Venous O2 Pressure,,2705-2,Oxygen [Partial pressure] in Venous blood,0.95,ok,FSN matches venous O2 partial pressure exactly,ok,2705-2,Oxygen [Partial pressure] in Venous blood,0.95,,,,,Qn,Qn,
226064,ZVancomycin (Trough),http://loinc.org,4092-3,Vancomycin [Mass/volume] in Serum or Plasma --trough,,ZVancomycin (Trough),,4092-3,Vancomycin [Mass/volume] in Serum or Plasma --trough,0.85,ok,FSN matches vancomycin trough measurement,ok,4092-3,Vancomycin [Mass/volume] in Serum or Plasma --trough,0.85,,,,,,Qn,
226065,ZVancomycin (Random),,,,"LOINC: no match for 'ZVancomycin (Random)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'ZVancomycin (Random)' within <<363787002.",ZVancomycin (Random),,,,,no-match,,no-match,,,,no-match,,,,,,
226066,ZTobramycin (Trough),http://loinc.org,4059-2,Tobramycin [Mass/volume] in Serum or Plasma --trough,,ZTobramycin (Trough),,4059-2,Tobramycin [Mass/volume] in Serum or Plasma --trough,0.85,ok,Tobramycin trough lab test; mass/volume is standard,ok,4059-2,Tobramycin [Mass/volume] in Serum or Plasma --trough,0.85,,,,,,Qn,
226067,ZTobramycin (Random),http://loinc.org,35670-9,Tobramycin [Mass/volume] in Serum or Plasma,,ZTobramycin (Random),,35670-9,Tobramycin [Mass/volume] in Serum or Plasma,0.85,ok,Random timing Tobramycin level; base serum/plasma measurement without peak/trough qualifier,ok,35670-9,Tobramycin [Mass/volume] in Serum or Plasma,0.85,,,,,,Qn,
226068,ZGentamicin (Trough),http://loinc.org,3665-7,Gentamicin [Mass/volume] in Serum or Plasma --trough,,ZGentamicin (Trough),,3665-7,Gentamicin [Mass/volume] in Serum or Plasma --trough,0.85,ok,FSN matches Gentamicin trough; 'Z' is a lab prefix,ok,3665-7,Gentamicin [Mass/volume] in Serum or Plasma --trough,0.85,,,,,,Qn,
226069,ZGentamicin (Random),http://loinc.org,31093-8,Gentamicin [Mass/volume] in Serum or Plasma --random post extended interval dosing,,ZGentamicin (Random),,31093-8,Gentamicin [Mass/volume] in Serum or Plasma --random post extended interval dosing,0.80,ok,Random gentamicin level; matches 'Gentamicin (Random)',ok,31093-8,Gentamicin [Mass/volume] in Serum or Plasma --random post extended interval dosing,0.80,,,,,,Qn,
226092,Orthostatic BPd lying,http://loinc.org,8455-8,Diastolic blood pressure--supine,,Orthostatic BPd lying,,8455-8,Diastolic blood pressure--supine,0.80,ok,BPd lying = diastolic BP supine; orthostatic is context qualifier,ok,8455-8,Diastolic blood pressure--supine,0.80,,,,,Qn,Qn,
226094,Orthostatic BPd sitting,,,,"LOINC: proposed 8453-3 |Diastolic blood pressure--sitting| at 0.75, below the 0.8 threshold. SNOMED CT: proposed 407555005 |Sitting diastolic blood pressure| at 0.75, below the 0.8 threshold.",Orthostatic BPd sitting,,8453-3,Diastolic blood pressure--sitting,0.75,below-threshold,BPd sitting = diastolic BP sitting; orthostatic is unstated qualifier,below-threshold,8453-3,Diastolic blood pressure--sitting,0.75,below-threshold,407555005,Sitting diastolic blood pressure,0.75,Qn,,
226096,Orthostatic BPd standing,http://loinc.org,8454-1,Diastolic blood pressure--standing,,Orthostatic BPd standing,,8454-1,Diastolic blood pressure--standing,0.80,ok,BPd = diastolic BP; standing qualifier matches,ok,8454-1,Diastolic blood pressure--standing,0.80,,,,,Qn,Qn,
226104,Level of Consciousness,http://loinc.org,80288-4,Level of consciousness,,Level of Consciousness,,80288-4,Level of consciousness,1.00,ok,,ok,80288-4,Level of consciousness,1.00,,,,,NomOrd,Ord,
226105,Behavior,http://snomed.info/sct,363896009,Behaviour observable,,Behavior,,363896009,Behaviour observable,0.95,ok,FSN matches general 'Behavior' concept exactly,scale-mismatch,54511-1,Behavior,1.00,ok,363896009,Behaviour observable,0.95,NomOrd,-,"LOINC SCALE_TYP=-, i.e. a panel, which is not a legal Observation.code for a single flowsheet value"
226107,Arterial Line placed in outside facility,,,,"LOINC: no match for 'Arterial Line placed in outside facility' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Arterial Line placed in outside facility' within <<363787002.",Arterial Line placed in outside facility,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226108,CCO PAC placed in outside facility,,,,"LOINC: no match for 'CCO PAC placed in outside facility' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'CCO PAC placed in outside facility' within <<363787002.",CCO PAC placed in outside facility,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226109,Cordis/Introducer placed in outside facility,,,,"LOINC: no match for 'Cordis/Introducer placed in outside facility' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Cordis/Introducer placed in outside facility' within <<363787002.",Cordis/Introducer placed in outside facility,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226110,IABP placed in outside facility,,,,"LOINC: proposed 80998-8 |Intra-aortic balloon pump used| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'IABP placed in outside facility' within <<363787002.",IABP placed in outside facility,,80998-8,Intra-aortic balloon pump used,0.70,below-threshold,Captures IABP concept; LOINC observation for IABP use,below-threshold,80998-8,Intra-aortic balloon pump used,0.70,no-match,,,,Qn,,
226112,Midline placed in outside facility,,,,"LOINC: no match for 'Midline placed in outside facility' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Midline placed in outside facility' within <<363787002.",Midline placed in outside facility,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226113,Multi Lumen placed in outside facility,,,,"LOINC: no match for 'Multi Lumen placed in outside facility' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Multi Lumen placed in outside facility' within <<363787002.",Multi Lumen placed in outside facility,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226114,PA Catheter placed in outside facility,,,,"LOINC: no match for 'PA Catheter placed in outside facility' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'PA Catheter placed in outside facility' within <<363787002.",PA Catheter placed in outside facility,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226115,PICC Line placed in outside facility,,,,"LOINC: no match for 'PICC Line placed in outside facility' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'PICC Line placed in outside facility' within <<363787002.",PICC Line placed in outside facility,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226116,Presep Catheter placed in outside facility,,,,"LOINC: no match for 'Presep Catheter placed in outside facility' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 1156071007 |Catheter observable| at 0.70, below the 0.8 threshold.",Presep Catheter placed in outside facility,,,,,no-match,,no-match,,,,below-threshold,1156071007,Catheter observable,0.70,Qn,,
226117,Sheath placed in outside facility,,,,"LOINC: no match for 'Sheath placed in outside facility' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Sheath placed in outside facility' within <<363787002.",Sheath placed in outside facility,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226118,Dialysis Catheter placed in outside facility,,,,"LOINC: no match for 'Dialysis Catheter placed in outside facility' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Dialysis Catheter placed in outside facility' within <<363787002.",Dialysis Catheter placed in outside facility,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226119,Trauma Line placed in outside facility,,,,"LOINC: no match for 'Trauma Line placed in outside facility' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Trauma Line placed in outside facility' within <<363787002.",Trauma Line placed in outside facility,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226120,Triple Introducer placed in outside facility,,,,"LOINC: no match for 'Triple Introducer placed in outside facility' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Triple Introducer placed in outside facility' within <<363787002.",Triple Introducer placed in outside facility,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226121,Tunneled (Hickman) placed in outside facility,,,,"LOINC: no match for 'Tunneled (Hickman) placed in outside facility' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Tunneled (Hickman) placed in outside facility' within <<363787002.",Tunneled (Hickman) placed in outside facility,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226122,Pheresis Catheter placed in outside facility,,,,"LOINC: no match for 'Pheresis Catheter placed in outside facility' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Pheresis Catheter placed in outside facility' within <<363787002.",Pheresis Catheter placed in outside facility,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226125,ICP Line Discontinued,,,,"LOINC: no match for 'ICP Line Discontinued (recorded values: Planned, Unplanned - Patient-initiated, Unplanned - non-patient initiated)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'ICP Line Discontinued (recorded values: Planned, Unplanned - Patient-initiated, Unplanned - non-patient initiated)' within <<363787002.",ICP Line Discontinued,"ICP Line Discontinued (recorded values: Planned, Unplanned - Patient-initiated, Unplanned - non-patient initiated)",,,,no-match,,no-match,,,,no-match,,,,NomOrd,,
226127,ICP Line Dressing Type,http://snomed.info/sct,1581000124103,Wound dressing type,,ICP Line Dressing Type,,1581000124103,Wound dressing type,0.80,ok,Dressing type observable; ICP line context not specified but type concept matches,below-threshold,39121-9,Dressing for Wound,0.60,ok,1581000124103,Wound dressing type,0.80,,,
226129,ICP Line placed in outside facility,http://snomed.info/sct,250844005,Intracranial pressure,,ICP Line placed in outside facility,,250844005,Intracranial pressure,0.80,ok,ICP line refers to intracranial pressure monitoring; observable entity matches,no-match,,,,ok,250844005,Intracranial pressure,0.80,Qn,,
226130,ICP Line Site Appear,,,,"LOINC: proposed 99716-3 |Dialysis access site appearance| at 0.70, below the 0.8 threshold. SNOMED CT: proposed 406148008 |Site of intravenous insertion| at 0.60, below the 0.8 threshold.",ICP Line Site Appear,,99716-3,Dialysis access site appearance,0.70,below-threshold,Only site-appearance observation candidate; matches 'line site appear',below-threshold,99716-3,Dialysis access site appearance,0.70,below-threshold,406148008,Site of intravenous insertion,0.60,NomOrd,,
226131,ICP Line Tip Cultured,http://loinc.org,19128-8,Bacteria identified in Catheter tip by Culture,,ICP Line Tip Cultured,,19128-8,Bacteria identified in Catheter tip by Culture,0.85,ok,Catheter tip culture matches line tip cultured,ok,19128-8,Bacteria identified in Catheter tip by Culture,0.85,,,,,Qn,Nom,LOINC SCALE_TYP=Nom but MIMIC records Qn data — a representation mismatch rather than a wrong target
226133,ICP Line Waveform Appear,,,,"LOINC: proposed 60956-0 |Intracranial pressure (ICP)| at 0.70, below the 0.8 threshold. SNOMED CT: proposed 250844005 |Intracranial pressure| at 0.75, below the 0.8 threshold.",ICP Line Waveform Appear,,60956-0,Intracranial pressure (ICP),0.70,below-threshold,ICP waveform appearance; closest ICP observation code,below-threshold,60956-0,Intracranial pressure (ICP),0.70,below-threshold,250844005,Intracranial pressure,0.75,NomOrd,,
226134,ICP Line Zero/Calibrate,,,,"LOINC: no match for 'ICP Line Zero/Calibrate' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'ICP Line Zero/Calibrate' within <<363787002.",ICP Line Zero/Calibrate,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226135,14 Gauge placed in outside facility,,,,"LOINC: no match for '14 Gauge placed in outside facility' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for '14 Gauge placed in outside facility' within <<363787002.",14 Gauge placed in outside facility,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226136,16 Gauge placed in outside facility,,,,"LOINC: no match for '16 Gauge placed in outside facility' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for '16 Gauge placed in outside facility' within <<363787002.",16 Gauge placed in outside facility,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226137,18 Gauge placed in outside facility,,,,"LOINC: no match for '18 Gauge placed in outside facility' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for '18 Gauge placed in outside facility' within <<363787002.",18 Gauge placed in outside facility,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226138,20 Gauge placed in outside facility,,,,"LOINC: proposed 88660-6 |Needle gauge [Length] Intravascular tube| at 0.60, below the 0.8 threshold. SNOMED CT: no match for '20 Gauge placed in outside facility' within <<363787002.",20 Gauge placed in outside facility,,88660-6,Needle gauge [Length] Intravascular tube,0.60,below-threshold,Captures 20-gauge IV; placement location not represented,below-threshold,88660-6,Needle gauge [Length] Intravascular tube,0.60,no-match,,,,Qn,,
226139,22 Gauge placed in outside facility,,,,"LOINC: no match for '22 Gauge placed in outside facility' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for '22 Gauge placed in outside facility' within <<363787002.",22 Gauge placed in outside facility,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226140,RIC placed in outside facility,,,,"LOINC: no match for 'RIC placed in outside facility' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'RIC placed in outside facility' within <<363787002.",RIC placed in outside facility,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226161,Sterile field maintained throughout procedure (PICC),,,,"LOINC: proposed 106730-5 |Free from harm related to unintentional contamination of the sterile field and wound| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Sterile field maintained throughout procedure (PICC)' within <<363787002.",Sterile field maintained throughout procedure (PICC),,106730-5,Free from harm related to unintentional contamination of the sterile field and wound,0.70,below-threshold,Closest available; captures sterile field maintained (no contamination),below-threshold,106730-5,Free from harm related to unintentional contamination of the sterile field and wound,0.70,no-match,,,,,,
226162,Sterile field maintained throughout procedure (PA line),,,,"LOINC: no match for 'Sterile field maintained throughout procedure (PA line)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Sterile field maintained throughout procedure (PA line)' within <<363787002.",Sterile field maintained throughout procedure (PA line),,,,,no-match,,no-match,,,,no-match,,,,,,
226164,Sterile field maintained throughout procedure (A-Line),,,,"LOINC: no match for 'Sterile field maintained throughout procedure (A-Line)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Sterile field maintained throughout procedure (A-Line)' within <<363787002.",Sterile field maintained throughout procedure (A-Line),,,,,no-match,,no-match,,,,no-match,,,,,,
226166,No Complications (Intubation),,,,"LOINC: no match for 'No Complications (Intubation)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'No Complications (Intubation)' within <<363787002.",No Complications (Intubation),,,,,no-match,,no-match,,,,no-match,,,,,,
226168,Oral Care,http://loinc.org,38877-7,Oral care given,,Oral Care,,38877-7,Oral care given,0.85,ok,Closest LOINC observation capturing oral care,ok,38877-7,Oral care given,0.85,,,,,NomOrd,Nom,
226169,Subglottal Suctioning,,,,"LOINC: no match for 'Subglottal Suctioning' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Subglottal Suctioning' within <<363787002.",Subglottal Suctioning,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226170,Head of Bed Measurement,,,,"LOINC: no match for 'Head of Bed Measurement' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Head of Bed Measurement' within <<363787002.",Head of Bed Measurement,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
226180,Sexuality / reproductive problems,,,,"LOINC: no match for 'Sexuality / reproductive problems' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 106143002 |Sexuality related problem| at 0.85 but that code is not a member of <<363787002.",Sexuality / reproductive problems,,,,,no-match,,no-match,,,,out-of-constraint,106143002,Sexuality related problem,0.85,Qn,,
226183,Estimated Energy Needs/Kg,http://snomed.info/sct,1003838006,Estimated required quantity of energy per kilogram body weight in 24 hours,,Estimated Energy Needs/Kg,,1003838006,Estimated required quantity of energy per kilogram body weight in 24 hours,0.95,ok,FSN matches energy needs per kg exactly,below-threshold,82274-2,Estimated metabolic rate/Predicted RMR [Relative energy/Time],0.60,ok,1003838006,Estimated required quantity of energy per kilogram body weight in 24 hours,0.95,Qn,,
226184,Estimated Protein Needs/Kg,http://snomed.info/sct,1179048007,Estimated quantity of intake of protein and/or protein derivative,,Estimated Protein Needs/Kg,,1179048007,Estimated quantity of intake of protein and/or protein derivative,0.85,ok,FSN matches estimated protein intake; /Kg qualifier not coded,below-threshold,75290-7,Protein need [Mass/time] 24 hour Estimated,0.70,ok,1179048007,Estimated quantity of intake of protein and/or protein derivative,0.85,Qn,,
226185,ICU Consent Signed,http://loinc.org,19826-7,Informed consent obtained,,ICU Consent Signed,,19826-7,Informed consent obtained,0.80,ok,Consent signed/obtained; no ICU-specific code exists,ok,19826-7,Informed consent obtained,0.80,,,,,Qn,Ord,LOINC SCALE_TYP=Ord but MIMIC records Qn data — a representation mismatch rather than a wrong target
226188,Timeout Performed by (Intubation),,,,"LOINC: no match for 'Timeout Performed by (Intubation)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Timeout Performed by (Intubation)' within <<363787002.",Timeout Performed by (Intubation),,,,,no-match,,no-match,,,,no-match,,,,,,
226189,Patient identified correctly by 2 means (Intubation),http://loinc.org,81681-9,Verified two types of patient identification,,Patient identified correctly by 2 means (Intubation),,81681-9,Verified two types of patient identification,0.85,ok,FSN matches 'identified by 2 means'; intubation is context qualifier,ok,81681-9,Verified two types of patient identification,0.85,,,,,,Ord,
226190,Hand Cleansing prior to procedure (Intubation),http://snomed.info/sct,258154008,Washing hands,,Hand Cleansing prior to procedure (Intubation),,258154008,"Washing hands, function",0.85,ok,FSN matches hand cleansing; procedure context is qualifier,no-match,,,,ok,258154008,"Washing hands, function",0.85,,,
226191,Barrier precautions in place (Intubation),,,,"LOINC: no match for 'Barrier precautions in place (Intubation)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Barrier precautions in place (Intubation)' within <<363787002.",Barrier precautions in place (Intubation),,,,,no-match,,no-match,,,,no-match,,,,,,
226226,Enteral Nutriton Residuals,http://snomed.info/sct,1162665001,Volume of drainage of gastric contents,,Enteral Nutriton Residuals,,1162665001,Volume of drainage of gastric contents,0.80,ok,Gastric residual volume in enteral nutrition context,no-match,,,,ok,1162665001,Volume of drainage of gastric contents,0.80,,,
226228,Gender,http://loinc.org,107454-1,Administrative gender,,Gender,,107454-1,Administrative gender,0.85,ok,Plain 'Gender' maps to administrative gender; identity is a distinct concept,ok,107454-1,Administrative gender,0.85,,,,,,Nom,
226230,Attending/Supervisor is Clinician Operator (CVL),,,,"LOINC: no match for 'Attending/Supervisor is Clinician Operator (CVL)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Attending/Supervisor is Clinician Operator (CVL)' within <<363787002.",Attending/Supervisor is Clinician Operator (CVL),,,,,no-match,,no-match,,,,no-match,,,,,,
226232,Present during key moments and agree with checklist (CVL),,,,"LOINC: no match for 'Present during key moments and agree with checklist (CVL)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Present during key moments and agree with checklist (CVL)' within <<363787002.",Present during key moments and agree with checklist (CVL),,,,,no-match,,no-match,,,,no-match,,,,,,
226239,Number of operators (PICC),,,,"LOINC: no match for 'Number of operators (PICC)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Number of operators (PICC)' within <<363787002.",Number of operators (PICC),,,,,no-match,,no-match,,,,no-match,,,,,,
226253,SpO2 Desat Limit,,,,"Not sent to code-search: every item is a `<X> Alarm - {High | Low}` device alarm limit, which is a monitor setting rather than a measurement of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
226259,ZOn Pressors,,,,"LOINC: no match for 'ZOn Pressors' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'ZOn Pressors' within <<363787002.",ZOn Pressors,,,,,no-match,,no-match,,,,no-match,,,,,,
226260,Mechanically Ventilated,http://loinc.org,103747-2,Is the patient on invasive mechanical ventilation support,,Mechanically Ventilated,,103747-2,Is the patient on invasive mechanical ventilation support,0.80,ok,"Mechanically ventilated state; standard finding, adds invasive specifier",ok,103747-2,Is the patient on invasive mechanical ventilation support,0.80,,,,,,Ord,
226272,EF (CCO),http://loinc.org,10230-1,Left ventricular Ejection fraction,,EF (CCO),,10230-1,Left ventricular Ejection fraction,0.80,ok,"EF = ejection fraction; CCO is method qualifier, no EF-by-continuous code exists",ok,10230-1,Left ventricular Ejection fraction,0.80,,,,,Qn,Qn,
